1-26-2020	January 26, 2020	1	January	26	2020	New this week	WHY WE CAN&#x27;T SLEEP	Ada Calhoun	Grove	The cultural and political contexts of the crises that Generation X women face.	13	https://www.nytimes.com/books/best-sellers/2020/01/26/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDgwMjE0Nzg1Mi05NzgwODAyMTQ3ODUx	None	January 11, 2020
1-26-2020	January 26, 2020	1	January	26	2020	7	HOW TO BE AN ANTIRACIST	Ibram X. Kendi	One World	A primer for creating a more just and equitable society through identifying and opposing racism.	14	https://www.nytimes.com/books/best-sellers/2020/01/26/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDUyNTUwOTI4My05NzgwNTI1NTA5Mjg4	None	January 11, 2020
1-26-2020	January 26, 2020	1	January	26	2020	15	BLOWOUT	Rachel Maddow	Crown	The MSNBC host argues that the global oil and gas industry has weakened democracies and bolstered authoritarians.	15	https://www.nytimes.com/books/best-sellers/2020/01/26/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDUyNTU3NTQ3Mi05NzgwNTI1NTc1NDc0	15	January 11, 2020
2-2-2020	February 2, 2020	2	February	2	2020	100	EDUCATED	Tara Westover	Random House	The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.	1	https://www.nytimes.com/books/best-sellers/2020/02/02/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDM5OTU5MDUwMS05NzgwMzk5NTkwNTA0	1	January 18, 2020
2-2-2020	February 2, 2020	2	February	2	2020	New this week	TIGHTROPE	Nicholas D. Kristof and Sheryl WuDunn	Knopf	The Pulitzer Prize-winning authors examine issues affecting working-class Americans.	2	https://www.nytimes.com/books/best-sellers/2020/02/02/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDUyNTY1NTA4NS05NzgwNTI1NjU1MDg0	None	January 18, 2020
2-2-2020	February 2, 2020	2	February	2	2020	19	TALKING TO STRANGERS	Malcolm Gladwell	Little, Brown	Famous examples of miscommunication serve as the backdrop to explain potential conflicts and misunderstandings.	3	https://www.nytimes.com/books/best-sellers/2020/02/02/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDMxNjQ3ODUyMC05NzgwMzE2NDc4NTI2	2	January 18, 2020
2-2-2020	February 2, 2020	2	February	2	2020	58	BECOMING	Michelle Obama	Crown	The former first lady describes how she balanced work, family and her husband’s political ascent.	4	https://www.nytimes.com/books/best-sellers/2020/02/02/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTUyNDc2MzEzNi05NzgxNTI0NzYzMTM4	3	January 18, 2020
2-2-2020	February 2, 2020	2	February	2	2020	New this week	RUNNING AGAINST THE DEVIL	Rick Wilson	Crown Forum	The Republican strategist offers his insights on how to potentially defeat President Trump in the upcoming election.	5	https://www.nytimes.com/books/best-sellers/2020/02/02/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDU5MzEzNzU4Mi05NzgwNTkzMTM3NTgx	None	January 18, 2020
2-2-2020	February 2, 2020	2	February	2	2020	19	MAYBE YOU SHOULD TALK TO SOMEONE	Lori Gottlieb	Houghton Mifflin Harcourt	A psychotherapist gains unexpected insights when she becomes another therapist’s patient.	6	https://www.nytimes.com/books/best-sellers/2020/02/02/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTMyODY2MjA1NS05NzgxMzI4NjYyMDU3	4	January 18, 2020
2-2-2020	February 2, 2020	2	February	2	2020	New this week	UNCANNY VALLEY	Anna Wiener	MCD/Farrar, Straus &amp; Giroux	A millennial’s memoir is interwoven with a look at changes within Silicon Valley.	7	https://www.nytimes.com/books/best-sellers/2020/02/02/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDM3NDI3ODAxNi05NzgwMzc0Mjc4MDE0	None	January 18, 2020
2-2-2020	February 2, 2020	2	February	2	2020	9	CATCH AND KILL	Ronan Farrow	Little, Brown	The Pulitzer Prize-winning reporter details some surveillance and intimidation tactics used to pressure journalists and elude consequences by certain wealthy and connected men.	8	https://www.nytimes.com/books/best-sellers/2020/02/02/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDMxNjQ4NjYzOS05NzgwMzE2NDg2NjM3	6	January 18, 2020
2-2-2020	February 2, 2020	2	February	2	2020	14	ME	Elton John	Holt	The multi-award-winning solo artist&#x27;s first autobiography chronicles his career, relationships and private struggles.	9	https://www.nytimes.com/books/best-sellers/2020/02/02/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTI1MDE0NzYwMy05NzgxMjUwMTQ3NjA4	5	January 18, 2020
2-2-2020	February 2, 2020	2	February	2	2020	2	SUCCESSFUL AGING	Daniel J. Levitin	Dutton	A neuroscientist suggests using resilience strategies as we grow older.	10	https://www.nytimes.com/books/best-sellers/2020/02/02/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MTUyNDc0NDE4Mi05NzgxNTI0NzQ0MTgy	10	January 18, 2020
2-2-2020	February 2, 2020	2	February	2	2020	14	THE BODY	Bill Bryson	Doubleday	An owner’s manual of the human body covering various parts, functions and what happens when things go wrong.	11	https://www.nytimes.com/books/best-sellers/2020/02/02/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDM4NTUzOTMwNC05NzgwMzg1NTM5MzAy	9	January 18, 2020
2-2-2020	February 2, 2020	2	February	2	2020	2	BOYS &amp; SEX	Peggy Orenstein	Harper	How young men comprehend cultural forces and navigate sexual and emotional relationships.	12	https://www.nytimes.com/books/best-sellers/2020/02/02/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDA2MjY2Njk3NS05NzgwMDYyNjY2OTcw	7	January 18, 2020
2-2-2020	February 2, 2020	2	February	2	2020	9	SAY NOTHING	Patrick Radden Keefe	Doubleday	A look at the conflict in Northern Ireland known as the Troubles.	13	https://www.nytimes.com/books/best-sellers/2020/02/02/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDM4NTUyMTMxNi05NzgwMzg1NTIxMzE0	12	January 18, 2020
2-2-2020	February 2, 2020	2	February	2	2020	3	THE YELLOW HOUSE	Sarah M. Broom	Grove	Identity and inequality are explored in the history of a family and home in New Orleans both before and after Hurricane Katrina.	14	https://www.nytimes.com/books/best-sellers/2020/02/02/hardcover-nonfiction#QmVzdFNlbGxlckJvb2s6MDgwMjEyNTA4NS05NzgwODAyMTI1MDg4	None	January 18, 2020
